,Date,DailyOrHourly,VehicleType,Hour,Volume,DelayPersonHours,DelayCost,DelayVehicleHours,VMT
0,2021-07-01,daily,commercial,,32118.361895,1.498863,93.573994,1.498863,24621.741427
1,2021-07-01,daily,passenger,,289065.257059,22.932598,504.517159,13.489764,221595.672844
2,2021-07-01,hourly,commercial,0.0,322.3,0.0,0.0,0.0,246.17687
3,2021-07-01,hourly,passenger,0.0,2900.7,0.0,0.0,0.0,2215.59183
4,2021-07-01,hourly,commercial,1.0,274.3,0.0,0.0,0.0,209.862222
5,2021-07-01,hourly,passenger,1.0,2468.7,0.0,0.0,0.0,1888.760002
6,2021-07-01,hourly,commercial,2.0,267.6,0.0,0.0,0.0,204.623295
7,2021-07-01,hourly,passenger,2.0,2408.4,0.0,0.0,0.0,1841.60966
8,2021-07-01,hourly,commercial,3.0,325.7,0.0,0.0,0.0,247.376054
9,2021-07-01,hourly,passenger,3.0,2931.3,0.0,0.0,0.0,2226.384489
10,2021-07-01,hourly,commercial,4.0,551.9,0.0,0.0,0.0,415.632112
11,2021-07-01,hourly,passenger,4.0,4967.1,0.0,0.0,0.0,3740.689013
12,2021-07-01,hourly,commercial,5.0,1040.9,0.0,0.0,0.0,788.320449
13,2021-07-01,hourly,passenger,5.0,9368.1,0.0,0.0,0.0,7094.884037
14,2021-07-01,hourly,commercial,6.0,1751.9,0.0,0.0,0.0,1346.216624
15,2021-07-01,hourly,passenger,6.0,15767.1,0.0,0.0,0.0,12115.949614
16,2021-07-01,hourly,commercial,7.0,2025.68088,1.304175,81.419643,1.304175,1560.695105
17,2021-07-01,hourly,passenger,7.0,18231.127923,19.953877,438.98529,11.737575,14046.255948
18,2021-07-01,hourly,commercial,8.0,1836.682549,0.194688,12.154351,0.194688,1411.372327
19,2021-07-01,hourly,passenger,8.0,16530.142941,2.978721,65.531869,1.752189,12702.350939
20,2021-07-01,hourly,commercial,9.0,1701.488808,0.0,0.0,0.0,1307.281827
21,2021-07-01,hourly,passenger,9.0,15313.39927,0.0,0.0,0.0,11765.536446
22,2021-07-01,hourly,commercial,10.0,1712.620356,0.0,0.0,0.0,1315.297303
23,2021-07-01,hourly,passenger,10.0,15413.583202,0.0,0.0,0.0,11837.67573
24,2021-07-01,hourly,commercial,11.0,1790.097221,0.0,0.0,0.0,1372.235405
25,2021-07-01,hourly,passenger,11.0,16110.874987,0.0,0.0,0.0,12350.118643
26,2021-07-01,hourly,commercial,12.0,1834.932838,0.0,0.0,0.0,1406.238949
27,2021-07-01,hourly,passenger,12.0,16514.395546,0.0,0.0,0.0,12656.150542
28,2021-07-01,hourly,commercial,13.0,1852.893751,0.0,0.0,0.0,1418.271294
29,2021-07-01,hourly,passenger,13.0,16676.043756,0.0,0.0,0.0,12764.441649
30,2021-07-01,hourly,commercial,14.0,1963.469676,0.0,0.0,0.0,1502.125139
31,2021-07-01,hourly,passenger,14.0,17671.227084,0.0,0.0,0.0,13519.126251
32,2021-07-01,hourly,commercial,15.0,2113.895817,0.0,0.0,0.0,1622.237951
33,2021-07-01,hourly,passenger,15.0,19025.062349,0.0,0.0,0.0,14600.141563
34,2021-07-01,hourly,commercial,16.0,2194.8,0.0,0.0,0.0,1689.020813
35,2021-07-01,hourly,passenger,16.0,19753.2,0.0,0.0,0.0,15201.187316
36,2021-07-01,hourly,commercial,17.0,2108.1,0.0,0.0,0.0,1623.607234
37,2021-07-01,hourly,passenger,17.0,18972.9,0.0,0.0,0.0,14612.465107
38,2021-07-01,hourly,commercial,18.0,1748.8,0.0,0.0,0.0,1345.270309
39,2021-07-01,hourly,passenger,18.0,15739.2,0.0,0.0,0.0,12107.432784
40,2021-07-01,hourly,commercial,19.0,1451.1,0.0,0.0,0.0,1111.963171
41,2021-07-01,hourly,passenger,19.0,13059.9,0.0,0.0,0.0,10007.668541
42,2021-07-01,hourly,commercial,20.0,1204.3,0.0,0.0,0.0,920.031255
43,2021-07-01,hourly,passenger,20.0,10838.7,0.0,0.0,0.0,8280.281291
44,2021-07-01,hourly,commercial,21.0,929.3,0.0,0.0,0.0,708.265236
45,2021-07-01,hourly,passenger,21.0,8363.7,0.0,0.0,0.0,6374.387121
46,2021-07-01,hourly,commercial,22.0,664.1,0.0,0.0,0.0,505.502139
47,2021-07-01,hourly,passenger,22.0,5976.9,0.0,0.0,0.0,4549.519247
48,2021-07-01,hourly,commercial,23.0,451.5,0.0,0.0,0.0,344.118342
49,2021-07-01,hourly,passenger,23.0,4063.5,0.0,0.0,0.0,3097.065082
50,2021-07-02,daily,commercial,,33168.763773,0.0,0.0,0.0,25454.490269
51,2021-07-02,daily,passenger,,298518.873957,0.0,0.0,0.0,229090.412419
52,2021-07-02,hourly,commercial,0.0,322.6,0.0,0.0,0.0,246.539983
53,2021-07-02,hourly,passenger,0.0,2903.4,0.0,0.0,0.0,2218.859846
54,2021-07-02,hourly,commercial,1.0,272.8,0.0,0.0,0.0,208.656014
55,2021-07-02,hourly,passenger,1.0,2455.2,0.0,0.0,0.0,1877.904127
56,2021-07-02,hourly,commercial,2.0,264.3,0.0,0.0,0.0,202.204469
