,Date,DailyOrHourly,VehicleType,Hour,Volume,DelayPersonHours,DelayCost,DelayVehicleHours,VMT
0,2019-07-01,daily,commercial,,32413.364154,8.885441,439.740477,8.885441,24887.173282
1,2019-07-01,daily,passenger,,262253.582702,122.215203,2339.342763,71.891296,201359.856555
2,2019-07-01,hourly,commercial,0.0,304.48,0.0,0.0,0.0,232.482073
3,2019-07-01,hourly,passenger,0.0,2463.52,0.0,0.0,0.0,1880.991321
4,2019-07-01,hourly,commercial,1.0,255.53,0.0,0.0,0.0,195.630225
5,2019-07-01,hourly,passenger,1.0,2067.47,0.0,0.0,0.0,1582.826369
6,2019-07-01,hourly,commercial,2.0,253.0,0.0,0.0,0.0,193.596898
7,2019-07-01,hourly,passenger,2.0,2047.0,0.0,0.0,0.0,1566.374904
8,2019-07-01,hourly,commercial,3.0,330.88,0.0,0.0,0.0,251.205051
9,2019-07-01,hourly,passenger,3.0,2677.12,0.0,0.0,0.0,2032.477233
10,2019-07-01,hourly,commercial,4.0,580.47,0.0,0.0,0.0,436.956602
11,2019-07-01,hourly,passenger,4.0,4696.53,0.0,0.0,0.0,3535.376145
12,2019-07-01,hourly,commercial,5.0,1076.24,0.0,0.0,0.0,814.872815
13,2019-07-01,hourly,passenger,5.0,8707.76,0.0,0.0,0.0,6593.061867
14,2019-07-01,hourly,commercial,6.0,1794.21,0.0,0.0,0.0,1379.147867
15,2019-07-01,hourly,passenger,6.0,14516.79,0.0,0.0,0.0,11158.560013
16,2019-07-01,hourly,commercial,7.0,2101.22,0.0,0.0,0.0,1624.383695
17,2019-07-01,hourly,passenger,7.0,17000.78,0.0,0.0,0.0,13142.740804
18,2019-07-01,hourly,commercial,8.0,1897.052872,0.0,0.0,0.0,1463.847715
19,2019-07-01,hourly,passenger,8.0,15348.882329,0.0,0.0,0.0,11843.858781
20,2019-07-01,hourly,commercial,9.0,1740.31,0.0,0.0,0.0,1340.000577
21,2019-07-01,hourly,passenger,9.0,14080.69,0.0,0.0,0.0,10841.822852
22,2019-07-01,hourly,commercial,10.0,1758.9,0.0,0.0,0.0,1353.401153
23,2019-07-01,hourly,passenger,10.0,14231.1,0.0,0.0,0.0,10950.245688
24,2019-07-01,hourly,commercial,11.0,1874.73,0.0,0.0,0.0,1442.327496
25,2019-07-01,hourly,passenger,11.0,15168.27,0.0,0.0,0.0,11669.740653
26,2019-07-01,hourly,commercial,12.0,1925.778718,0.0,0.0,0.0,1479.50992
27,2019-07-01,hourly,passenger,12.0,15581.30054,0.0,0.0,0.0,11970.580258
28,2019-07-01,hourly,commercial,13.0,1953.16,0.0,0.0,0.0,1501.009757
29,2019-07-01,hourly,passenger,13.0,15802.84,0.0,0.0,0.0,12144.533489
30,2019-07-01,hourly,commercial,14.0,2069.98,0.0,0.0,0.0,1591.37943
31,2019-07-01,hourly,passenger,14.0,16748.02,0.0,0.0,0.0,12875.706295
32,2019-07-01,hourly,commercial,15.0,2178.99,0.0,0.0,0.0,1675.718171
33,2019-07-01,hourly,passenger,15.0,17630.01,0.0,0.0,0.0,13558.083388
34,2019-07-01,hourly,commercial,16.0,2204.29,0.0,0.0,0.0,1695.411579
35,2019-07-01,hourly,passenger,16.0,17834.71,0.0,0.0,0.0,13717.420959
36,2019-07-01,hourly,commercial,17.0,2069.972564,1.189564,58.87152,1.189564,1593.250987
37,2019-07-01,hourly,passenger,17.0,16747.959833,16.361911,313.186234,9.624654,12890.848894
