,Date,DailyOrHourly,VehicleType,Hour,Volume,DelayPersonHours,DelayCost,DelayVehicleHours,VMT
0,2024-03-11,daily,commercial,,29218.463839,1.985079,199.480543,1.985079,22391.772838
1,2024-03-11,daily,passenger,,262966.174548,30.371702,319.974811,17.865707,201525.955541
2,2024-03-11,hourly,commercial,0.0,276.8,0.0,0.0,0.0,211.347339
3,2024-03-11,hourly,passenger,0.0,2491.2,0.0,0.0,0.0,1902.126055
4,2024-03-11,hourly,commercial,1.0,232.3,0.0,0.0,0.0,177.845659
5,2024-03-11,hourly,passenger,1.0,2090.7,0.0,0.0,0.0,1600.610935
6,2024-03-11,hourly,commercial,2.0,230.0,0.0,0.0,0.0,175.99718
7,2024-03-11,hourly,passenger,2.0,2070.0,0.0,0.0,0.0,1583.974622
8,2024-03-11,hourly,commercial,3.0,300.8,0.0,0.0,0.0,228.368228
9,2024-03-11,hourly,passenger,3.0,2707.2,0.0,0.0,0.0,2055.314056
10,2024-03-11,hourly,commercial,4.0,527.7,0.0,0.0,0.0,397.233275
11,2024-03-11,hourly,passenger,4.0,4749.3,0.0,0.0,0.0,3575.099472
12,2024-03-11,hourly,commercial,5.0,978.4,0.0,0.0,0.0,740.793468
13,2024-03-11,hourly,passenger,5.0,8805.6,0.0,0.0,0.0,6667.141214
14,2024-03-11,hourly,commercial,6.0,1631.1,0.0,0.0,0.0,1253.770788
15,2024-03-11,hourly,passenger,6.0,14679.9,0.0,0.0,0.0,11283.937092
16,2024-03-11,hourly,commercial,7.0,1883.17929,1.985079,199.480543,1.985079,1451.35727
17,2024-03-11,hourly,passenger,7.0,16948.613613,30.371702,319.974811,17.865707,13062.215428
18,2024-03-11,hourly,commercial,8.0,1718.099275,0.0,0.0,0.0,1324.676703
19,2024-03-11,hourly,passenger,8.0,15462.893473,0.0,0.0,0.0,11922.090327
20,2024-03-11,hourly,commercial,9.0,1582.1,0.0,0.0,0.0,1218.182343
21,2024-03-11,hourly,passenger,9.0,14238.9,0.0,0.0,0.0,10963.641086
22,2024-03-11,hourly,commercial,10.0,1599.0,0.0,0.0,0.0,1230.364684
23,2024-03-11,hourly,passenger,10.0,14391.0,0.0,0.0,0.0,11073.282157
